"","log2FoldChange","padj"
"PLEKHO1",0.253883053345623,1
"ANP32E",-0.024505109116387,1
"CA14",-0.108640628274712,1
"APH1A",0.198952809291275,1
"C1orf54",0.533995722194861,1
"CIART",0.744184219283688,1
"MRPS21",-0.0383521317221817,1
"PRPF3",0.372517865055303,1
"RPRD2",-0.0217891364806793,1
"TARS2",0.307951903618925,1
"ECM1",-0.652709148510764,1
"ADAMTSL4",1.06871009528581,1
"MCL1",0.749684781098219,1
"ENSA",0.200548641100642,1
"GOLPH3L",0.93516444230735,1
"CTSS",0.189970461849683,1
"CTSK",0.0807239665020802,1
"ARNT",-0.342414471212115,1
"SETDB1",0.134416524273804,1
"CERS2",-0.269894365264297,1
"ANXA9",-0.0524709030470352,1
"MINDY1",0.223808327458696,1
"PRUNE1",0.303939543652078,1
"BNIPL",0.115179711807245,1
"C1orf56",0.147334443681262,1
"CDC42SE1",0.473358765894191,1
"MLLT11",0.0261453110854242,1
"GABPB2",-0.307993471648132,1
"TNFAIP8L2",-0.554420308197964,1
"SCNM1",-0.0165126691546043,1
"TNFAIP8L2-SCNM1",-0.0165126691546043,1
"LYSMD1",-0.0497054921512379,1
"TMOD4",0.347617598326905,1
"VPS72",0.201312452012049,1
"PIP5K1A",0.152083677299069,1
"PSMD4",0.179380990823162,1
"ZNF687",0.410396220117274,1
"PI4KB",0.423573681619577,1
"RFX5",0.22654945807266,1
"PSMB4",0.198476315732631,1
"POGZ",0.474493408367676,1
"CGN",0.909381396704115,1
"TUFT1",0.718421119723495,1
"SNX27",0.287801437447538,1
"MRPL9",0.1780159609215,1
"TDRKH",-0.257725914320561,1
"THEM4",0.666617666629453,1
"S100A10",0.177329679209566,1
"S100A11",0.173391128563357,1
"LCE5A",4.8623885396983,0.241193116879609
"S100A6",0.0465872856345856,1
"S100A5",0.102708090957109,1
"S100A4",-0.231306641714122,1
"S100A3",0.0134581904486457,1
"S100A2",-0.295390668050385,1
"S100A13",0.315370738003179,1
"S100A1",0.622970285406465,1
"CHTOP",0.348365660568857,1
"SNAPIN",0.279060051390566,1
"ILF2",0.0805708695217673,1
"GATAD2B",0.0334884775932066,1
"LOC101928059",0.26582465887721,1
"DENND4B",-0.186654249703844,1
"CRTC2",0.158905199526585,1
"CREB3L4",-0.308267185917613,1
"JTB",0.075416708186682,1
"RPS27",0.0419927868119607,1
"TPM3",0.378454937931004,1
"C1orf43",-0.112305041525499,1
"UBAP2L",0.0179901357326183,1
"HAX1",0.237357230197175,1
"ATP8B2",0.370985135567142,1
"IL6R",-0.259052961976731,1
"UBE2Q1",0.0556930474250436,1
"UBE2Q1-AS1",-0.620955882671845,1
"CHRNB2",1.36087222925466,1
"ADAR",0.727393633327328,1
"PMVK",-0.273624471146388,1
"PBXIP1",0.101864393496373,1
"PYGO2",-0.0590267959733446,1
"SHC1",0.364710150826407,1
"CKS1B",0.00929234283701365,1
"FLAD1",-0.0485433035241089,1
"ZBTB7B",-0.777649814175459,1
"ADAM15",-0.211992429335577,1
"EFNA4",0.297042106082421,1
"EFNA3",-0.955223317549503,1
"SLC50A1",0.0501890409737286,1
"DPM3",0.42773863955351,1
"KRTCAP2",0.182743420490675,1
"MUC1",0.715856459888972,1
"THBS3",0.0178288235646893,1
"MTX1",0.163534217844061,1
"GBAP1",-0.321825578092016,1
"GBA",-0.0222908699044457,1
"FDPS",-0.205762503545906,1
"RUSC1-AS1",-0.230023614929818,1
"RUSC1",0.0960340503375798,1
"ASH1L",-0.0620097129038873,1
"ASH1L-AS1",-0.0205804941461839,1
"MSTO1",0.180507938239287,1
"YY1AP1",0.380359491527834,1
"DAP3",0.0610830439273325,1
"GON4L",0.371604116332025,1
"RIT1",0.119030476297333,1
