Symbol,xRNA16h,xRNA6h,pUUC16h,pUUC6h,R84816h,R8486h
PPIH,0.293088274,-0.166080538,0.012967782,-0.082402606,0.085886622,0.422769689
YBX1,0.170654182,-0.037697357,0.112830975,-0.057980266,0.080986944,0.154333201
P3H1,-0.459206704,0.09369486,-0.050169678,0.097146052,0.039743806,0.022332338
C1orf50,-0.670094388,-0.163899407,-0.201096746,-0.059784201,0.515662737,0.425281313
SVBP,0.242684522,-0.047842731,0.126773696,-0.11096321,-0.265755698,-0.539298044
ERMAP,-0.357166013,-0.058650039,0.000777115,-0.026692378,-0.449621211,-0.656186911
ZNF691,-0.251374728,-0.170830599,-0.186018592,-0.131003025,-0.399427783,-0.002872736
SLC2A1,0.011297785,-0.529777708,0.235471543,-0.178493594,-0.072114219,0.046520454
EBNA1BP2,0.671472593,-0.13262263,0.036082869,-0.025409535,-0.297512499,0.554929925
CDC20,0.528819026,-0.085228678,0.190814805,0.019296538,0.503984785,-0.232102796
ELOVL1,0.118549724,-0.179163126,0.100967495,0.071161914,-0.414091884,0.183146056
MED8,0.2554281,0.182873704,-0.072574839,-0.025463236,-0.327312278,-0.252337278
SZT2,-0.160377547,0.459530848,-0.295504414,0.154117716,-0.697614621,-0.426363475
KDM4A,0.127858873,0.442534371,0.066011236,0.050375539,-0.122745683,-0.481688526
ST3GAL3,-1.50973568,0.033711795,-1.222257238,-0.079169265,0.362330576,0.112031234
ARTN,-0.354750323,-0.672728825,0.339139752,0.484957402,1.573193406,1.379257789
IPO13,0.222882718,-0.072467454,0.16086773,0.222503965,0.151812542,0.261562234
DPH2,0.835603783,-0.075507723,0.140172547,0.167377975,-0.238987281,0.928519183
ATP6V0B,0.551885781,-0.155716681,0.276032159,0.066301905,-0.225063656,0.092630912
B4GALT2,0.317312223,-0.153945222,0.29118369,0.30556433,0.501060861,1.258672173
CCDC24,-0.223459618,0.68425103,0.632641465,0.845183905,0.400963529,0.246719457
SLC6A9,1.224622748,0.633583194,0.301068309,0.142959389,-0.126950626,0.413022662
DMAP1,0.147301335,0.461379852,0.105845695,0.040604382,-0.090436461,-0.226907505
ERI3,0.13265634,-0.10347483,0.031276479,-0.024793684,0.188158969,0.644511935
RNF220,0.227468148,0.041332326,0.165475621,0.089642637,0.001953422,0.215748872
TMEM53,-0.210392063,-0.193163126,0.534175111,0.306872394,-0.099274193,0.646956184
ARMH1,-0.223533952,0.226227902,0.418478679,0.362466665,1.109350521,0.638612133
KIF2C,0.012941668,0.064366436,0.014419031,-0.120890896,0.213005146,-0.748621436
RPS8,0.020737183,-0.038304506,0.201368801,-0.065023262,0.046918398,0.173215105
PLK3,0.18134265,-0.262459406,0.191810622,0.298495338,-1.632573537,-1.795500509
BTBD19,-0.524237564,-0.123577583,-0.363257857,0.148283662,-2.690664029,-4.012424203
EIF2B3,0.318426631,-0.284609577,-0.047418836,-0.027300721,-0.101023197,0.648802652
HECTD3,-0.118068859,-0.055627139,0.199856718,0.178023471,-0.807922419,-0.573985428
UROD,-0.048484301,-0.012212839,0.179179975,0.129581713,-0.087699688,0.435576746
HPDL,0.771170833,-0.332217084,0.278339166,0.12419326,0.409165816,2.165012927
MUTYH,-0.120649967,0.017093259,-0.330953593,-0.100595304,0.226979218,0.148394212
TOE1,0.440822713,0.11540528,0.004316448,-0.02066878,-0.019185562,-0.2305017
TESK2,-0.786931085,0.772056456,0.016683551,-0.26465297,-0.50086667,-1.235422117
CCDC163,-0.02604772,0.796164437,0.17159595,0.321445633,1.015652141,0.095758184
MMACHC,0.360045907,-0.277451561,0.145016232,0.02836243,0.146961617,0.892264676
PRDX1,0.333617428,0.083307123,0.066689687,-0.035704099,-0.137381697,-0.395719148
AKR1A1,-0.015737959,0.201768505,0.12688899,-0.012871254,-0.056518331,0.208477734
NASP,0.094352552,-0.066778946,-0.183056006,-0.041856703,-0.105071173,0.066636802
GPBP1L1,-0.105129957,-0.215648199,-0.035147421,-0.118365092,0.005074672,-0.235423244
TMEM69,0.020678174,-0.178531757,-0.055400475,-0.104732234,-0.102598004,0.145355982
IPP,-0.189326841,0.272888566,-0.215485838,0.095749957,0.532606464,-0.164473002
MAST2,-0.112428365,0.037407093,0.100047316,0.127046718,0.159994767,0.069988873
PIK3R3,0.462110937,0.075397387,-0.056479479,0.08830108,-0.72252559,-1.274039019
POMGNT1,0.049886931,0.12252738,0.017550751,0.082763829,-0.150041655,0.177263977
RAD54L,-0.112603029,0.115099643,-0.189339687,-0.142867015,-0.120685481,-0.314585312
LRRC41,-0.325879612,0.03599333,0.181041895,0.077643046,-0.285554714,-0.456214522
UQCRH,-0.008436249,-0.150764718,0.235949075,-0.000500415,0.157918957,0.146485395
NSUN4,0.009237846,-0.059442335,-0.040046854,0.005682455,-0.151713971,0.171315433
FAAH,-0.680496951,0.097708808,0.100583577,0.378886018,0.879138951,1.785356058
MKNK1,-0.111781693,0.084482334,-0.009537625,0.073721524,-0.476213122,-0.258589742
MOB3C,0.298290323,0.531874588,-0.146671365,-0.113921243,-1.718959531,-1.825483793
ATPAF1,0.061635931,-0.027290502,-0.048522073,-0.051777179,0.26703703,0.510303309
EFCAB14,0.044033872,0.066238501,-0.092606626,-0.027930217,-0.31687425,-0.43431169
STIL,-0.003541168,0.198515493,-0.144443721,-0.115239352,0.217534834,-0.468811295
CMPK1,0.145462012,-0.045063752,0.210905836,-0.041696661,0.097543173,-0.060041691
FOXD2-AS1,-0.478720603,-1.060214587,-0.052140071,-0.000155152,0.470058095,0.601176006
FAF1,-0.061925831,0.144615215,0.009329902,-0.170385661,0.327564518,0.079926528
CDKN2C,-0.078865491,1.516511234,0.333362297,0.008605542,0.518563317,-0.387580048
RNF11,0.214012021,0.243266369,0.239718736,-0.111390609,-0.170403436,-1.13197016
TTC39A,0.10347459,0.335556299,-0.112165137,-0.351471054,-1.913657186,-3.399662578
EPS15,-0.171776359,-0.154540769,-0.115160995,-0.08194968,-0.189686785,-0.353414319
OSBPL9,-0.062534595,0.148966365,-0.117063185,-0.073421866,-0.074673497,-0.260943456
NRDC,-0.034741046,0.055696068,-0.119316071,-0.138504181,-0.340975308,-0.730292121
TXNDC12,0.476770377,0.243814598,1.398789103,0.225777568,-0.131581169,0.868602063
KTI12,0.336863238,-0.056324526,0.01738641,-0.312938638,-0.25026732,0.132234835
BTF3L4,-0.105948653,-0.409460318,0.096823482,-0.026061002,0.578621184,0.959864412
ZFYVE9,-1.237446822,-0.552716001,-0.619315144,-0.421171923,0.909723573,0.064165185
CC2D1B,0.063237339,0.151270982,0.078057075,0.093844848,-0.573583866,-0.721960632
ORC1,-0.012511142,0.041385905,-0.128233653,-0.098599808,-0.183385908,-0.703463669
PRPF38A,0.022915168,0.060567792,-0.012370875,0.004577719,0.219964067,-0.183321422
TUT4,-0.265789298,-0.102210233,-0.269289667,0.030282466,0.3075187,0.295265755
GPX7,-0.06827844,-0.388135178,0.010748598,0.030253985,0.391600791,1.818572377
SHISAL2A,-0.30748441,-0.735308236,0.649725474,0.114831646,1.043843957,2.924456109
COA7,0.599868624,-0.403779616,-0.015876023,0.182543924,0.278754539,1.065702557
ZYG11B,-0.762381762,-0.176507651,0.006150943,0.135715984,0.516338676,0.32355427
SCP2,-0.072153642,-0.072550667,0.062599141,-0.016191744,-0.114653366,0.117026762
CPT2,0.083535047,0.398123873,0.191767799,0.104159679,-0.338538908,-0.330880665
CZIB,-0.100345861,0.056731244,0.009461322,-0.044668842,0.130564071,0.22451529
MAGOH,0.543007225,0.082501672,0.263401193,-0.033202509,-0.021861267,-0.262551159
LRP8,-0.03953257,-0.432744111,-0.256051936,0.121575816,0.234221212,0.616762188
NDC1,0.092486989,-0.209580556,-0.036198282,0.027304364,0.343252021,0.648908316
YIPF1,-0.034494857,0.193435236,-0.121215657,-0.043968839,-0.691986323,-0.444818196
HSPB11,0.087695213,-0.05808599,0.030996543,-0.030376637,-0.131045817,-0.479664959
LRRC42,0.000755557,-0.07299467,0.051026533,0.006323699,-0.485346614,-0.742864392
TMEM59,0.043869352,0.162864265,0.022143876,-0.109502935,-0.344273764,-0.18346602
TCEANC2,-0.246672189,-0.010017218,-0.115274444,0.025983176,-0.233534601,-0.415149527
CYB5RL,-0.049145799,-0.547291996,0.061654736,0.243793983,0.544476532,1.582456127
MRPL37,0.110071607,0.04896377,0.079103956,-0.018903439,-0.172018282,-0.056157997
SSBP3,0.142968313,-0.050051209,0.234237546,0.113038328,-0.39108981,0.116468783
PARS2,0.036831409,0.226635485,0.019617721,0.174807278,-0.035827254,0.563614827
DHCR24,-0.607643856,-0.530953593,0.091650745,0.000742781,0.823957425,1.796647954
USP24,-0.226701042,-0.489760857,-0.411799755,-0.059290717,0.138471925,0.42913212
OMA1,-0.00103426,-0.329596108,-0.01586453,0.024319702,-0.067793968,0.471077933
MYSM1,-0.164422581,0.174740453,-0.29297736,-0.051803696,0.140291825,-0.294602644
FGGY,-0.039635508,0.927965304,0.109634249,-0.178147718,-0.402364822,0.24357242
NFIA,-0.223690425,-0.52053046,-0.165585519,0.215847281,0.43278641,0.829506997
TM2D1,-0.126739405,-0.014164708,0.019028142,-0.162223018,0.152420806,-0.189127788
USP1,0.075732911,-0.101626138,-0.008847571,-0.01710464,0.477710603,-0.074192948
DOCK7,-0.355947244,-0.508295207,-0.209428115,-0.057859951,0.096819065,-0.014308735
ATG4C,-0.142675966,-0.197356308,-0.066674311,0.024837996,-0.27865458,-0.60421729
ALG6,0.249602194,0.049989638,0.154344034,0.002150883,0.376487438,0.274702829
ITGB3BP,-0.143316165,0.208698926,-0.030314668,0.041231721,0.486286643,0.051264988
EFCAB7,-0.028929329,0.663552621,-0.294658392,-0.02188537,-0.21962283,-0.197757755
PGM1,-0.098783732,-0.147504962,-0.03274925,-0.203458402,-0.219930676,0.387649277
ROR1,-0.23123538,-0.680981541,-0.225172864,0.414200258,0.29783279,0.084708065
RAVER2,-0.288111114,-0.103533404,-0.081358359,-0.248772721,0.564146811,0.33766329
JAK1,0.194369319,0.417094231,-0.279459346,-0.146323992,-0.928865433,-1.111891089
AK4,-0.558425703,-0.088122244,-0.17541196,-0.316092188,0.747601733,2.332594715
DNAJC6,0.054267243,-0.045215648,-0.286383193,-0.228529975,0.368539379,0.414118832
LEPROT,-0.213127409,-0.102887725,0.000912733,-0.040231578,-0.307967181,-0.185282117
LEPR,-0.281965462,-0.210423105,0.178500641,-0.169435347,0.567224901,-0.570641418
PDE4B,1.090612756,2.921288545,-0.095101385,-0.466403437,-1.682834775,-2.898339683
MIER1,0.512899783,0.320561145,-0.039931029,-0.268859292,-0.402959517,-0.799391038
SLC35D1,0.20295744,-0.387393317,-0.044672186,-0.061634226,0.084139312,-0.331842021
SERBP1,0.280358876,-0.173890152,0.129999847,0.040228278,0.13738845,0.772713368
GADD45A,-0.014970485,0.221305467,0.163202709,-0.177400435,-0.048810606,0.910398349
DEPDC1,-0.020861541,-0.166190921,0.197327806,0.007120305,1.195936326,-0.198838208
LRRC7,-0.507827096,0.21168022,-0.110534038,0.018484932,0.022470306,-0.086634973
LRRC40,-0.025256057,-0.02366746,-0.006635338,-0.040250581,0.378047363,0.151385534
SRSF11,0.032933994,0.06481787,0.034761238,-0.053526808,0.127405337,-0.058835358
ANKRD13C,0.063374295,-0.253588766,0.070761515,0.066499178,-0.132286161,-0.317978815
HHLA3,-0.371714183,0.048797529,-0.037374718,0.029408276,-0.034559939,0.0822722
CTH,-0.460058474,0.125258017,0.118883344,-0.044209066,0.263154135,-0.130622978
ZRANB2,0.173438742,0.324721109,0.121391588,0.090869893,0.117133636,-0.163164344
NEGR1,-1.640723898,-0.350366226,0.340876144,0.106190421,4.247101984,-0.133682902
LRRIQ3,0.123948613,0.85538626,0.750962306,0.927875675,1.234357378,0.295213358
FPGT,-0.101457881,0.16507519,0.125285347,0.231910374,-0.013768444,0.066670334
CRYZ,0.245405223,-0.23790289,-0.097985914,-0.0966801,0.06817047,-0.059011962
TYW3,0.387208744,-0.035422116,-0.042751869,-0.031709014,0.219666784,0.04754658
ACADM,-0.127539134,-0.409379339,-0.063561638,-0.068978343,0.019233277,0.03732049
RABGGTB,0.080033429,-0.289734246,-0.091489529,-0.154527449,-0.023144307,0.129543476
PIGK,0.285887435,-0.108983157,0.084450493,0.038662552,0.277163494,0.439984689
ZZZ3,0.220017333,-0.003774839,-0.066264795,-0.055117669,0.051498347,0.085570818
USP33,0.077335777,0.108017677,-0.149236383,-0.123048558,-0.088821209,-0.583685677
MIGA1,-0.093672195,-0.064068478,-0.031292806,0.041475853,-0.403809743,-0.308682787
NEXN,1.639033031,0.608440502,-0.555394772,-0.47853132,-1.619515954,0.331245242
FUBP1,0.372891836,-0.095133844,-0.148787691,-0.146028839,-0.16573892,-0.154858222
DNAJB4,0.676360827,1.422714075,-0.139763418,-0.333942718,-0.801106211,-1.321771239
IFI44L,1.842693744,0.573880157,-1.660846076,-0.913185023,-12.47072197,-11.38331998
IFI44,3.136589631,2.254092572,-2.136897484,-1.13572298,-11.86556608,-12.11161579
PRKACB,0.117176862,-0.565416306,-0.079839753,0.012503868,0.064084931,0.515106627
SAMD13,-0.03591553,-0.597707163,-0.252811522,-0.311442062,0.765505272,3.01895876
RPF1,0.374152122,-0.162020492,-0.063227473,-0.120135453,0.098917558,-0.026345022
GNG5,0.896018403,0.978476535,1.288355709,0.276768996,-1.913445991,-1.762603112
CTBS,0.066660296,0.122434275,0.133742251,-0.254936348,-1.076125481,-1.009040683
SSX2IP,0.130104489,-0.170973279,-0.177365026,-0.099664313,0.489057635,1.281354634
MCOLN2,0.550288023,0.064016426,-0.254041486,-0.126084407,-0.766711744,-0.942959387
WDR63,0.616578639,-0.149864158,-0.116029424,-0.32063437,-1.991042405,-1.668775196
C1orf52,0.410952695,0.215955082,0.15361619,0.136856443,-0.089138149,-0.277874782
BCL10,0.014865467,0.120401956,-0.01205242,-0.183781888,-0.078470165,-0.554097954
ZNHIT6,0.512189571,-0.078268064,0.061181671,0.084539577,0.24483307,0.402066417
COL24A1,-0.088540265,-0.346746641,-0.388682952,0.280736,-0.109114157,-0.203156903
ODF2L,-0.391609054,0.456681083,-0.485046821,0.212335922,-0.167235769,-0.952533739
SH3GLB1,0.072667955,0.126964506,-0.137410927,-0.174007919,-0.45859567,-0.995201354
SELENOF,0.106397643,0.096230122,0.131324993,-0.036538152,0.246572301,0.216522455
HS2ST1,-0.285307572,-0.133663937,0.087769554,0.060512484,0.533090768,0.069281162
LMO4,0.099146245,0.097886811,0.164037426,-0.064619461,0.381411203,0.283903391
PKN2,0.049676693,0.303222168,-0.206339687,-0.084391547,-0.251486925,-0.525607682
GTF2B,0.350338411,0.22609154,-0.031052214,-0.163990717,-0.404057892,-0.897308204
KYAT3,0.105975547,0.295951519,-0.185423242,-0.190287965,-0.440697166,-0.787305343
RBMXL1,0.483803004,0.261825689,0.020699181,0.012586661,-0.006414747,-0.311740396
LRRC8B,0.281741754,-0.018680451,-0.20386217,-0.06778794,-0.14845458,0.350451935
LRRC8C-DT,-0.661306387,-0.097492126,-0.331239756,0.212887871,0.580397177,-0.015515997
LRRC8C,-0.392723079,-0.535252278,-0.002801735,-0.006742992,0.281573751,0.179963068
LRRC8D,0.093064839,-0.356236154,-0.029787189,0.054377375,0.671672416,1.371824353
ZNF326,0.226538417,-0.136987969,-0.00322065,0.070337582,0.284779778,0.000764484
ZNF644,0.08618739,-0.063866024,-0.085475767,-0.110427284,0.055239608,-0.255022017
CDC7,-0.253383555,-0.084241075,-0.073350306,0.131372673,0.647775567,0.200887652
KIAA1107,-0.231305712,-0.093713756,-0.083213152,0.018220934,0.277928363,-0.338236521
BTBD8,-0.231305712,-0.093713756,-0.083213152,0.018220934,0.277928363,-0.338236521
GLMN,0.289135656,-0.026538182,0.073098358,0.017248927,0.399897863,-0.126995708
RPAP2,-0.017568295,0.109496072,-0.222521693,0.083218431,0.230593079,0.096005751
GFI1,-0.399661888,-0.388948256,0.115114446,0.063465422,0.995433715,0.774293068
EVI5,-0.231068249,-0.132550958,-0.098819705,0.048620106,0.006338846,0.115937112
RPL5,-0.122515131,-0.231013857,0.127606223,-0.094750407,0.196319108,0.375888305
DIPK1A,0.590446217,0.644733834,-0.130085844,-0.130441109,-0.859105185,-0.269664496
MTF2,0.199490095,0.206748145,-0.031246266,-0.200663513,-0.139424425,-0.347534138
TMED5,0.451357988,0.365373005,0.230607878,-0.03466194,0.092541433,-0.463421872
CCDC18,-0.303096028,-0.157641271,-0.180667078,0.147186966,0.420732205,-0.156299994
DR1,0.006345188,-0.136295735,0.177082997,-0.070351272,0.306071213,0.298103366
FNBP1L,-0.642980151,-0.518858032,0.002438692,-0.011454799,-0.040406978,-0.953006596
BCAR3,0.471779405,-0.131255604,-0.262425054,0.180442311,-1.830139237,-2.643326874
MIG7,0.471779405,-0.131255604,-0.262425054,0.180442311,-1.830139237,-2.643326874
DNTTIP2,0.514948859,0.297244119,-0.146883201,-0.085254864,-0.273060443,-0.725868259
GCLM,0.186083049,0.242533719,-0.042179618,0.064801447,0.231395221,-0.634945728
ABCD3,0.050228111,-0.201102249,-0.028044485,0.017935254,0.197091855,0.028436226
F3,0.179627856,0.196534417,-0.145016368,-0.230028576,0.931063389,-0.191424061
ALG14,0.300903018,-0.180720044,-0.147835283,0.01483774,-0.13297181,-0.126289589
RWDD3,-0.347427368,0.27611139,-0.021920601,0.096846743,0.323360112,-0.170478635
PTBP2,-0.015446199,0.048374798,-0.009516042,0.034202226,0.330988461,-0.548288987
DPYD,-0.307671802,0.242494616,-0.010107432,0.108495084,0.579996463,0.243476483
FRRS1,0.414406261,0.513719052,-0.105102318,-0.416743157,-1.509997765,-2.288322532
AGL,-0.205770513,0.638610684,-0.154608921,0.009416243,-0.38108666,-0.333537381
SLC35A3,-0.204762171,0.130465877,-0.077052793,0.007760331,0.461666211,0.309956333
MFSD14A,1.122114039,1.894303886,1.480015674,-0.215134468,-0.799771763,-0.726067844
SASS6,0.151715439,0.274735421,-0.05302311,-0.028946355,0.443432774,-0.204542596
TRMT13,-0.040669222,-0.048387396,-0.190467628,0.089703626,0.085410447,0.143213106
LRRC39,-0.85592554,0.361330158,-0.650913329,0.008491977,0.389669665,0.02736566
DBT,-0.086520849,0.194316377,-0.096359347,0.024479857,0.179344458,0.104724061
RTCA,0.293645047,0.093823733,0.007520066,-0.075093657,-0.43939234,-0.532922339
CDC14A,0.078719228,0.427859192,0.014087915,-0.082634748,-0.198373076,-0.993752009
EXTL2,1.148648627,0.500632409,-0.284700526,-0.15330582,-1.554509642,-2.554390531
SLC30A7,0.324133234,0.614989909,-0.157838021,-0.063687946,-0.293038535,-0.723925352
DPH5,0.045371493,-0.33095509,-0.04569752,0.038383738,0.03460705,0.829352999
LOC102606465,0.208633911,-0.367663904,-0.279060096,0.072120478,0.012514495,0.49133804
RNPC3,-0.311769283,0.187929374,-0.424781648,-0.092067911,0.072908881,0.214833264
AMY2B,-1.180569542,0.171740174,-0.78672851,0.02774843,0.131337602,0.219039366
PRMT6,0.491457463,-0.037004697,0.37840311,0.085120657,0.39854779,0.664164227
NTNG1,0.350310482,0.44159009,0.482954125,-0.113356354,1.227189836,0.508449758
VAV3,-0.371914201,-0.370364848,-0.0987494,-0.099619305,0.611483917,1.326759159
FAM102B,-0.552635716,-0.716430593,-0.007369651,0.060306768,-0.037120045,-0.763791415
HENMT1,-0.102761458,-0.419000317,0.040687621,0.016716844,0.500251683,0.776467237
PRPF38B,0.00380705,-0.281024363,0.022706881,0.034944132,0.442618761,0.545415542
STXBP3,0.158385955,0.297652927,0.081142786,-0.02246866,0.165132675,-0.171038239
GPSM2,-0.201147143,-0.332644706,0.010282135,-0.03310715,0.836528866,-0.328267808
CLCC1,0.113331047,0.001250266,-0.035519993,-0.089452507,-0.520122934,-0.083981689
WDR47,-0.447526365,-0.468675848,-0.101242146,0.004021914,0.22694096,-0.34638838
TAF13,0.686642014,0.256634781,0.357004262,0.06509773,-0.635304631,-0.989646311
TMEM167B,0.074169826,0.061181499,0.019149511,-0.048273021,-0.46808362,-0.596948863
SARS1,0.108218007,-0.112531613,0.044004098,-0.030886913,-0.088129078,0.152593781
PSRC1,-0.061920058,-0.374626292,0.14698192,0.056243333,1.258610288,0.287175
SORT1,-0.749520385,-0.669772195,-0.097080825,0.031886492,0.863686571,1.488087305
PSMA5,0.557186586,0.083610223,-0.049193668,-0.170073848,-0.392609439,-0.654882537
ATXN7L2,0.490471972,0.65653073,0.207700357,0.33699103,0.009782866,0.462058642
CYB561D1,0.023165949,0.3620756,-0.124927171,-0.007502131,-0.307277887,-0.588081176
GNAI3,0.023633503,-0.003506036,0.089930569,-0.078993065,0.146478484,-0.536410437
AMPD2,-0.339051512,-0.158344023,0.218275837,0.352123884,-0.152280228,1.373101226
GSTM4,-0.369379873,0.053055312,0.159694223,0.056730719,-0.164682531,0.151390038
GSTM2,-1.044377962,0.565941706,-0.380405779,0.093114871,1.362287181,0.507456424
GSTM1,0.389500687,0.766036372,0.221342595,0.013773045,-0.125240463,0.049613782
AHCYL1,-0.060016751,0.316279709,-0.084839834,-0.129106775,-0.106501007,-0.410717564
STRIP1,0.31891632,0.388913708,-0.02427803,0.046637768,-0.304900816,-0.349266793
RBM15,-0.089684742,0.001605214,-0.033648284,0.020433827,0.111618776,0.187795886
LAMTOR5,0.338661335,-0.09199427,0.287345341,-0.1046447,-0.270238502,0.080227308
CD53,0.048043231,-0.271266536,-0.056507698,-0.144548903,-0.36312232,-0.763851979
LRIF1,0.035947655,0.037394013,0.008650661,-0.147174546,0.023942045,-0.034206774
DRAM2,-0.161026794,-0.250816723,0.130471221,-0.057842181,0.397064375,0.474890701
CEPT1,-0.177031722,-0.058921595,-0.064584776,0.033282381,0.311857478,0.195128647
